Nombre Producto,Sub Categoría Producto,Categoría Producto,Color,Fecha,Cantidad,Precio,Nombre Cliente,Genero,Ingreso Anual,Estado Civil,Rango Edad,Tipo Tienda,Nombre Tienda,País,Fecha actual,Costo
SV Videos de Auto TFT6.2W E6282 Dorado,Videos de Auto,TV y Video,Dorado,05/12/2018,1,269,"Young, Mary",Femenino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,14/11/2025,165
NT Azultooth Active Audífonos E202 Dorado,Audífonos Azultooth,Audio,Dorado,05/12/2018,3,"37,95","Sai, Raymond",Masculino,80000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,14/11/2025,23
Proseware Ink Jet Fax Machine E100 Gris Plata,"Impresoras, escáneres y fax",Computadoras,Gris Plata,05/12/2018,1,78,"Jenkins, Justin",Masculino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,14/11/2025,52
Contoso 90W AC/DC Power Adapter E300 Negro,Accesorios de Computadoras,Computadoras,Negro,05/12/2018,1,250,"Davis, Jennifer",Femenino,80000,Soltero,Entre 51 y 60 años,Tienda,Tienda Porto Alegre,Brasil,14/11/2025,158
MGS DungeActivo Siege II E105,Juegos para Descargar,Juegos y juguetes,Dorado,05/12/2018,2,919,"Gomez, Kristy",Femenino,40000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,14/11/2025,658
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,05/12/2018,1,250,"James, Isaac",Masculino,30000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,14/11/2025,159
"Adventure Works 19"" Color Digital TV E35 Marrón",Televisores,TV y Video,Marrón,05/12/2018,51,589,"Smith, Emily",Femenino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,14/11/2025,357
"The Teléfono Company Touch Screen Teléfono 1600 TFT-1.4"" L250 Plateado",Teléfonos de pantalla táctil,Teléfonos Móviles,Plateado,05/12/2018,51,589,"Smith, Emily",Femenino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,14/11/2025,428
Contoso In-Line Coupler E180 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,05/12/2018,1,250,"Cooper, Caitlin",Femenino,50000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,14/11/2025,161
Litware Microwave 0.9CuFt E090 Rojo,Microondas,Electrodomésticos,Rojo,05/12/2018,1,"99,99","Ferrier, Franklin",Masculino,50000,Casado,Entre 41 y 50 años,Tienda,Tienda Porto Alegre,Brasil,14/11/2025,72
SV Hand Games men M30 Rojo,Juegos en caja,Juegos y juguetes,Rojo,04/12/2018,1,250,"Murphy, Katelyn",Femenino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,13/11/2025,175
Litware 18'' Adjustable Oscillating Pedestal Fan E301 Negro,Ventiladores,Electrodomésticos,Negro,04/12/2018,1,"36,83","Rogers, Nicole",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,13/11/2025,26
Contoso Rubberized Skin NegroBerry E100 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,04/12/2018,1,250,"Griffin, David",Masculino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,13/11/2025,177
SV Hand Games men M30 Rojo,Juegos en caja,Juegos y juguetes,Rojo,04/12/2018,1,250,"Murphy, Evan",Masculino,40000,Soltero,Entre 26 y 40 años,Tienda,Tienda Fortaleza,Brasil,13/11/2025,163
A. Datum SLR Camera M142 Naranja,Cámaras digitales SLR,Cámaras y videocámaras,Naranja,04/12/2018,53,"745,99","Powell, Luis",Masculino,30000,Casado,Mayor a 61 años,Tienda,Tienda Fortaleza,Brasil,13/11/2025,493
Litware 120mm Azul LED Case Fan E901 Negro,Ventiladores,Electrodomésticos,Negro,04/12/2018,1,250,"Chander, Jaime",Masculino,80000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,13/11/2025,161
Contoso 4G MP3 Player E400 Verde,MP4&MP3,Audio,Verde,04/12/2018,51,"59,99","Mohamed, Samantha",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,13/11/2025,36
MGS Flight Simulator X M250,Juegos para Descargar,Juegos y juguetes,Rosa,04/12/2018,1,"70,13","Ross, Edward",Masculino,40000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,51
Litware Desktop Wind Tower Oscillating Fan E1201 Blanco,Ventiladores,Electrodomésticos,Blanco,04/12/2018,1,"29,99","Brooks, Faith",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,18
The Teléfono Company PDA Palm 3.7 inch M830 Blanco,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Blanco,04/12/2018,1,595,"She, Franklin",Masculino,160000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,396
SV Hand Games men M30 Rojo,Juegos en caja,Juegos y juguetes,Rojo,04/12/2018,3,250,"Hill, Hailey",Femenino,40000,Soltero,Entre 26 y 40 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,183
Fabrikam Laptop10.1 M0101 Dorado,Laptops,Computadoras,Dorado,04/12/2018,1,689,"Thompson, Zachary",Masculino,80000,Casado,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,428
MGS Flight Simulator X M250,Juegos para Descargar,Juegos y juguetes,Rosa,04/12/2018,1,"70,13","Collins, Caleb",Masculino,40000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,47
SV Hand Games men M30 Rojo,Juegos en caja,Juegos y juguetes,Rojo,04/12/2018,1,250,"Patel, Erick",Masculino,40000,Casado,Entre 26 y 40 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,186
Contoso Original K1m Li-Ion Standard Battery E170 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,04/12/2018,1,250,"Munoz, Andy",Masculino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,169
Contoso Expandable Cordless Phone System M008 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,04/12/2018,3,508,"Roberts, Ian",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,356
MGS Flight Simulator X M250,Juegos para Descargar,Juegos y juguetes,Rosa,04/12/2018,4,"70,13","Davis, David",Masculino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,49
The Teléfono Company Smart phone 320 x 320 M86 Plateado,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Plateado,04/12/2018,1,288,"Shan, Jack",Masculino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,178
MGS Flight Simulator X M250,Juegos para Descargar,Juegos y juguetes,Rosa,04/12/2018,1,"70,13","Walker, Justin",Masculino,40000,Soltero,Entre 26 y 40 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,49
MGS Flight Simulator X M250,Juegos para Descargar,Juegos y juguetes,Rosa,04/12/2018,1,"70,13","Rana, Francisco",Masculino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,48
Contoso Rubberized Skin NegroBerry E100 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,04/12/2018,1,"14,99","Rubio, Diane",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Río de Janeiro,Brasil,13/11/2025,9
Contoso 512MB MP3 Player E51 Azul,MP4&MP3,Audio,Azul,04/12/2018,50,627,"Johnson, Christopher",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,13/11/2025,395
SV Videos de Auto AM/FM E1001 Dorado,Videos de Auto,TV y Video,Dorado,03/12/2018,2,219,"White, Tyler",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Chicago,Estados Unidos,12/11/2025,146
Cigarette Lighter Adapter for Contoso Teléfonos E110 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,03/12/2018,1,"24,99","Zhang, Heather",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Chicago,Estados Unidos,12/11/2025,18
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,1,"70,13","Blue, Mason",Masculino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Porto Alegre,Brasil,12/11/2025,48
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,2,"70,13","Peterson, Adrian",Masculino,40000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,12/11/2025,51
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,2,"70,13","Simmons, Kyle",Masculino,40000,Soltero,Entre 51 y 60 años,Tienda,Tienda Río de Janeiro,Brasil,12/11/2025,49
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,1,"70,13","Simmons, Olivia",Femenino,40000,Casado,Mayor a 61 años,Tienda,Tienda Porto Alegre,Brasil,12/11/2025,51
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,1,"70,13","Richardson, Jasmine",Femenino,40000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,12/11/2025,50
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,1,"70,13","Russell, Cameron",Masculino,40000,Soltero,Entre 51 y 60 años,Tienda,Tienda Porto Alegre,Brasil,12/11/2025,43
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,1,"70,13","Bell, Bryce",Masculino,40000,Soltero,Entre 51 y 60 años,Tienda,Tienda Porto Alegre,Brasil,12/11/2025,51
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,1,"70,13","Xu, Kelli",Femenino,40000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,12/11/2025,51
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,51,"70,13","Rivera, Carlos",Masculino,40000,Casado,Mayor a 61 años,Tienda,Tienda Río de Janeiro,Brasil,12/11/2025,43
MGS Zoo TycoActivo 2: African Adventure M280,Juegos para Descargar,Juegos y juguetes,Negro,03/12/2018,1,"70,13","Parker, Sean",Masculino,40000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,12/11/2025,47
Audífono Adapter for Contoso Teléfono E130 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,03/12/2018,1,250,"Ross, Seth",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/11/2025,161
Litware Desk Lamp E1020 Gris Plata,Lámparas,Electrodomésticos,Gris Plata,03/12/2018,1,"29,99","Turner, Eduardo",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/11/2025,18
Contoso Touch Stylus Pen E150 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,03/12/2018,1,250,"Hayes, Dalton",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/11/2025,172
Proseware Floor Lamp M0215 Blanco,Lámparas,Electrodomésticos,Blanco,03/12/2018,1,699,"Flores, Kevin",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,12/11/2025,483
Proseware Air Conditioner 5200BTU E100 Rojo,Aires Acondicionados,Electrodomésticos,Rojo,03/12/2018,51,"109,99","Perry, Natalie",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/11/2025,74
Litware Microwave 1.0CuFt E110 Dorado,Microondas,Electrodomésticos,Dorado,03/12/2018,1,"139,99","Jenkins, Austin",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/11/2025,91
Litware 120mm Azul LED Case Fan E901 Blanco,Ventiladores,Electrodomésticos,Blanco,03/12/2018,1,250,"Brown, Julia",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/11/2025,153
SV Videos de Auto LCD7 M7002 Negro,Videos de Auto,TV y Video,Negro,03/12/2018,51,1818,"Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,12/11/2025,1354
Litware USB Foam Fan E1301 Negro,Ventiladores,Electrodomésticos,Negro,03/12/2018,1,"19,99","Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,12/11/2025,14
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,03/12/2018,1,250,"Moore, Wyatt",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,12/11/2025,186
MGS Age of Mythology 2009 E158,Juegos para Descargar,Juegos y juguetes,Blanco,03/12/2018,2,32,"Ramos, Kristi",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Los Angeles,Estados Unidos,12/11/2025,21
Contoso Teléfono Tough Skin Case E140 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,02/12/2018,1,"23,72","Roberts, Julia",Femenino,80000,Casado,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,11/11/2025,16
Contoso 16GB Mp5 Player M1600 Rojo,MP4&MP3,Audio,Rojo,02/12/2018,1,"199,9","Posti, Juha-Pekka",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,11/11/2025,140
Contoso Genuine Leather Grip Belt E322 Negro,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Negro,02/12/2018,53,"77,99","Barnes, Jeremy",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/11/2025,51
WWI Chandelier M615 Blanco,Lámparas,Electrodomésticos,Blanco,02/12/2018,1,"229,99","Mitchell, Jonathan",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/11/2025,164
Contoso Touch Stylus Pen E150 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,02/12/2018,1,250,"Perry, Jackson",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/11/2025,174
SV DVD External DVD Burner M200 Dorado,Películas DVD,"Música, películas y audiolibros",Dorado,02/12/2018,2,627,"Reed, Paige",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,11/11/2025,421
Fabrikam Coffee Maker 5C E090 Negro,Máquinas de café,Electrodomésticos,Negro,02/12/2018,51,149,"Reed, Catherine",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/11/2025,111
NT Azultooth Active Audífonos E202 Rojo,Audífonos Azultooth,Audio,Rojo,02/12/2018,3,"37,95","Richardson, Olivia",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/11/2025,27
MGS Hand Games for students E400 Rojo,Juegos en caja,Juegos y juguetes,Rojo,02/12/2018,1,250,"Campbell, Adam",Masculino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,11/11/2025,180
SV USB Sync Charge Cable E700 Negro,Accesorios de Computadoras,Computadoras,Negro,02/12/2018,2,250,"Carter, Bailey",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,11/11/2025,153
A. Datum Slim Digital Camera M180 Verde,Cámaras Digitales,Cámaras y videocámaras,Verde,02/12/2018,1,148,"Perry, Jennifer",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,11/11/2025,107
Contoso 2-Line Speakerphone M109 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,02/12/2018,1,"499,9","Wang, Zachary",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,11/11/2025,321
Contoso 90W AC/DC Power Adapter E300 Blanco,Accesorios de Computadoras,Computadoras,Blanco,02/12/2018,51,1000,"Richardson, Caitlin",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,11/11/2025,688
"Fabrikam Trendsetter 1"" 25mm X400 Azul",Videocámaras,Cámaras y videocámaras,Azul,02/12/2018,51,1000,"Richardson, Caitlin",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,11/11/2025,716
WWI Chandelier M615 Azul,Lámparas,Electrodomésticos,Azul,02/12/2018,51,"229,99","Williams, Morgan",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,11/11/2025,166
Contoso Teléfono Tough Skin Case E140 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,02/12/2018,1,"23,72","Raji, Alisha",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,11/11/2025,16
The Teléfono Company PDA GPS Teléfono 3.5 inch M910 Dorado,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Dorado,01/12/2018,1,268,"Parker, Kaylee",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Chicago,Estados Unidos,10/11/2025,170
WWI Desk Lamp E130 Negro,Lámparas,Electrodomésticos,Negro,01/12/2018,1,"79,95","Butler, Jonathan",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,10/11/2025,50
Fabrikam Microwave 0.9CuFt E0900 Gris Plata,Microondas,Electrodomésticos,Gris Plata,01/12/2018,1,"99,99","He, Micah",Masculino,30000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/11/2025,70
Contoso Rubberized Snap-Activo Cover Hard Case Cell Teléfono Protector E160 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,01/12/2018,1,250,"Stewart, Lucas",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,10/11/2025,156
SV Hand Games for students E40 Rojo,Juegos en caja,Juegos y juguetes,Rojo,01/12/2018,1,250,"Hernandez, José",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,10/11/2025,175
Contoso Phone System Accessory Handset with Charger M308 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,01/12/2018,1,508,"Bailey, Alexandria",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/11/2025,337
Proseware Air Conditioner 7000BTU E260 Blanco,Aires Acondicionados,Electrodomésticos,Blanco,01/12/2018,1,"299,99","Bailey, Alexandria",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/11/2025,207
Contoso Wireless Notebook Optical Mouse M35 Blanco,Accesorios de Computadoras,Computadoras,Blanco,01/12/2018,1,"29,95","Li, Brandon",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,10/11/2025,18
Contoso 2-Line Corded Cordless Telephone M202 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,01/12/2018,51,"499,99","Allen, Luke",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,10/11/2025,354
Audífono Adapter for Contoso Teléfono E130 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,01/12/2018,1,250,"Nelson, Adam",Masculino,30000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,10/11/2025,176
Contoso Optical Wheel OEM PS/2 Mouse E60 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,01/12/2018,4,250,"Shan, Benjamin",Masculino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Dallas,Estados Unidos,10/11/2025,175
The Teléfono Company Smart phone 320 x 320 M86 Blanco,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Blanco,01/12/2018,1,595,"Walker, Thomas",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,10/11/2025,373
Adventure Works Coffee Maker Auto 5C E090 Negro,Máquinas de café,Electrodomésticos,Negro,01/12/2018,1,163,"Garcia, Victoria",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Los Angeles,Estados Unidos,10/11/2025,111
Contoso In-Line Coupler E180 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,01/12/2018,1,250,"Chen, Jonathan",Masculino,60000,Casado,Entre 51 y 60 años,Tienda,Tienda Los Angeles,Estados Unidos,10/11/2025,157
Contoso In-Line Coupler E180 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,01/12/2018,1,250,"Chen, Jonathan",Masculino,60000,Casado,Entre 51 y 60 años,Tienda,Tienda Los Angeles,Estados Unidos,10/11/2025,174
Contoso In-Line Coupler E180 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,01/12/2018,3,250,"Chen, Jonathan",Masculino,60000,Casado,Entre 51 y 60 años,Tienda,Tienda Los Angeles,Estados Unidos,10/11/2025,183
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,09/11/2018,1,250,"Garcia, Andrew",Masculino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,19/10/2025,175
Litware Refrigerator 9.7CuFt M560 Azul,Refrigeradores,Electrodomésticos,Azul,08/11/2018,54,493,"Reed, Angela",Femenino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,18/10/2025,338
Contoso Mini Battery Charger Kit E320 Negro,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Negro,08/11/2018,51,"1818,9","Morgan, Abigail",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,18/10/2025,1349
Contoso Original K1m Li-Ion Standard Battery E170 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,08/11/2018,3,250,"Reed, Jacqueline",Femenino,30000,Soltero,Entre 26 y 40 años,Tienda,Tienda Porto Alegre,Brasil,18/10/2025,170
WWI 2GB Pulse Smart pen M100 Dorado,Grabadora,Audio,Dorado,08/11/2018,1,"199,95","Wood, Rachel",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,18/10/2025,144
Contoso Touch Stylus Pen E150 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,08/11/2018,1,250,"Foster, Thomas",Masculino,80000,Soltero,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,18/10/2025,160
Contoso Original K1m Li-Ion Standard Battery E170 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,08/11/2018,1,250,"Anderson, Robert",Masculino,80000,Casado,Entre 41 y 50 años,Tienda,Tienda Fortaleza,Brasil,18/10/2025,151
Cigarette Lighter Adapter for Contoso Teléfonos E110 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,08/11/2018,1,"24,99","King, Timothy",Masculino,50000,Soltero,Entre 51 y 60 años,Tienda,Tienda Porto Alegre,Brasil,18/10/2025,15
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,08/11/2018,1,250,"Lee, Alexandra",Femenino,90000,Soltero,Entre 51 y 60 años,Tienda,Tienda Fortaleza,Brasil,18/10/2025,156
